,Record ID,Registration Status,Subject,Course,Campus,Final Grade,Mid Term Grade,Department,Major,Academic Period,Class,Course Code,College,Withdrew No MT,Dropped no MT,Dropped no Fin
55747,55747,Registered,ID,15409,KC,,A-,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55748,55748,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55749,55749,Registered,ID,15409,KC,,A-,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55750,55750,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55751,55751,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55752,55752,Registered,ID,15409,KC,,B,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55753,55753,Registered,ID,15409,KC,,,ARCH,ID,Spring 2026,SR,ID 15409,CAED,False,False,False
55754,55754,Registered,ID,15409,KC,,B,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55755,55755,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55756,55756,Registered,ID,15409,KC,,C-,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55757,55757,Stopped Attending - Failed,ID,15409,KC,W,W,ARCH,ID,Spring 2026,SO,ID 15409,CAED,True,False,False
55758,55758,Registered,ID,15409,KC,,C,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55759,55759,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55760,55760,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55761,55761,Registered,ID,15409,KC,,C,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55762,55762,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55763,55763,Registered,ID,15409,KC,,B+,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55764,55764,Registered,ID,15409,KC,,C,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55765,55765,Registered,ID,15409,KC,,B,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55766,55766,Registered,ID,15409,KC,,C,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55767,55767,Registered,ID,15409,KC,,B+,ARCH,ID,Spring 2026,SR,ID 15409,CAED,False,False,False
55768,55768,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55769,55769,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55770,55770,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55771,55771,Registered,ID,15409,KC,,D,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55772,55772,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SR,ID 15409,CAED,False,False,False
55773,55773,Registered,ID,15409,KC,,D+,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55774,55774,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55775,55775,Stopped Attending - Failed,ID,15409,KC,W,W,ARCH,ID,Spring 2026,SO,ID 15409,CAED,True,False,False
55776,55776,Registered,ID,15409,KC,,,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55777,55777,Registered,ID,15409,KC,,F,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55778,55778,Registered,ID,15409,KC,A,,ARCH,ID,Spring 2026,SO,ID 15409,CAED,False,False,False
55779,55779,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55780,55780,Registered,ID,15409,KC,,A,ARCH,ID,Spring 2026,JR,ID 15409,CAED,False,False,False
55781,55781,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55782,55782,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55783,55783,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55784,55784,Registered,ID,11937,KC,A,,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55785,55785,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55786,55786,Registered,ID,11937,KC,A,,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55787,55787,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2022,FR,ID 11937,CAED,False,False,False
55788,55788,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55789,55789,Registered,ID,11937,KC,B+,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55790,55790,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55791,55791,Registered,ID,11937,KC,A,B-,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55792,55792,Registered,ID,11937,KC,D+,,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55793,55793,Registered,ID,11937,KC,SF,F,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55794,55794,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55795,55795,Registered,ID,11937,KC,D+,F,ARCH,ID,Fall 2022,SR,ID 11937,CAED,False,False,False
55796,55796,Registered,ID,11937,KC,A,,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55797,55797,Registered,ID,11937,KC,B+,A,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55798,55798,Registered,ID,11937,KC,A,B-,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55799,55799,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,FR,ID 11937,CAED,False,False,False
55800,55800,Registered,ID,11937,KC,B-,C,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55801,55801,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55802,55802,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55803,55803,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55804,55804,Registered,ID,11937,KC,C+,D+,ARCH,ID,Fall 2022,FR,ID 11937,CAED,False,False,False
55805,55805,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55806,55806,Registered,ID,11937,KC,B,D,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55807,55807,Registered,ID,11937,KC,B,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55808,55808,Registered,ID,11937,KC,B,A-,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55809,55809,Registered,ID,11937,KC,A-,B+,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55810,55810,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55811,55811,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55812,55812,Registered,ID,11937,KC,F,,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55813,55813,Registered,ID,11937,KC,B+,B+,ARCH,ID,Fall 2022,FR,ID 11937,CAED,False,False,False
55814,55814,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55815,55815,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55816,55816,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55817,55817,Registered,ID,11937,KC,D,C+,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55818,55818,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55819,55819,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55820,55820,Registered,ID,11937,KC,C,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55821,55821,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55822,55822,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55823,55823,Stopped Attending - Failed,ID,11937,KC,W,W,ARCH,ID,Fall 2022,SR,ID 11937,CAED,True,False,False
55824,55824,Registered,ID,11937,KC,C+,C,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55825,55825,Registered,ID,11937,KC,,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55826,55826,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55827,55827,Registered,ID,11937,KC,B,A,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55828,55828,Registered,ID,11937,KC,A-,B,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55829,55829,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55830,55830,Registered,ID,11937,KC,A,B,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55831,55831,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2022,SO,ID 11937,CAED,False,False,False
55832,55832,Registered,ID,11937,KC,D,D,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55833,55833,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,FR,ID 11937,CAED,False,False,False
55834,55834,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2022,JR,ID 11937,CAED,False,False,False
55835,55835,Never Attended - Failed,ID,11937,KC,C,F,ARCH,OTH,Fall 2022,SO,ID 11937,Other,False,False,False
55836,55836,Registered,ID,11937,KC,B+,C,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55837,55837,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55838,55838,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55839,55839,Registered,ID,11937,KC,B+,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55840,55840,Registered,ID,11937,KC,B,,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55841,55841,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55842,55842,Registered,ID,11937,KC,A,,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55843,55843,Registered,ID,11937,KC,C-,C+,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55844,55844,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55845,55845,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55846,55846,Registered,ID,11937,KC,C+,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55847,55847,Registered,ID,11937,KC,B+,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55848,55848,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55849,55849,Registered,ID,11937,KC,C,A-,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55850,55850,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55851,55851,Registered,ID,11937,KC,B,B-,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55852,55852,Stopped Attending - Failed,ID,11937,KC,W,D,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55853,55853,Registered,ID,11937,KC,B+,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55854,55854,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55855,55855,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55856,55856,Registered,ID,11937,KC,B,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55857,55857,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55858,55858,Registered,ID,11937,KC,B,D+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55859,55859,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55860,55860,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55861,55861,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55862,55862,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55863,55863,Registered,ID,11937,KC,B,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55864,55864,Registered,ID,11937,KC,B+,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55865,55865,Registered,ID,11937,KC,A,B+,ARCH,ID,Fall 2023,SR,ID 11937,CAED,False,False,False
55866,55866,Registered,ID,11937,KC,F,F,ARCH,OTH,Fall 2023,FR,ID 11937,Other,False,False,False
55867,55867,Registered,ID,11937,KC,F,NF,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55868,55868,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55869,55869,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55870,55870,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SR,ID 11937,CAED,False,False,False
55871,55871,Registered,ID,11937,KC,SF,B-,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55872,55872,Registered,ID,11937,KC,A,A,ARCH,OTH,Fall 2023,FR,ID 11937,Other,False,False,False
55873,55873,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55874,55874,Registered,ID,11937,KC,B,C,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55875,55875,Registered,ID,11937,KC,C-,C,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55876,55876,Registered,ID,11937,KC,A,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55877,55877,Registered,ID,11937,KC,A,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55878,55878,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55879,55879,Registered,ID,11937,KC,A,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55880,55880,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55881,55881,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55882,55882,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55883,55883,Registered,ID,11937,KC,A,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55884,55884,Registered,ID,11937,KC,B,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55885,55885,Std Withdrawn,ID,11937,KC,B,C,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55886,55886,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55887,55887,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55888,55888,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55889,55889,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55890,55890,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55891,55891,Registered,ID,11937,KC,B,B,ARCH,ARCH,Fall 2023,SO,ID 11937,CAED,False,False,False
55892,55892,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55893,55893,Registered,ID,11937,KC,B,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55894,55894,Registered,ID,11937,KC,A-,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55895,55895,Registered,ID,11937,KC,B+,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55896,55896,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55897,55897,Registered,ID,11937,KC,B,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55898,55898,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55899,55899,Registered,ID,11937,KC,A-,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55900,55900,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55901,55901,Registered,ID,11937,KC,B-,C,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55902,55902,Registered,ID,11937,KC,B,C+,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55903,55903,Registered,ID,11937,KC,B,D,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55904,55904,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55905,55905,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55906,55906,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55907,55907,Registered,ID,11937,KC,A,A,ARCH,ARCH,Fall 2023,SO,ID 11937,CAED,False,False,False
55908,55908,Registered,ID,11937,KC,A-,A-,ARCH,ID,Fall 2023,JR,ID 11937,CAED,False,False,False
55909,55909,Registered,ID,11937,KC,B-,D,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55910,55910,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55911,55911,Registered,ID,11937,KC,B-,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55912,55912,Registered,ID,11937,KC,B,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55913,55913,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55914,55914,Registered,ID,11937,KC,A,A-,ARCH,TDTP,Fall 2023,FR,ID 11937,CotA,False,False,False
55915,55915,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2023,SR,ID 11937,CAED,False,False,False
55916,55916,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55917,55917,Registered,ID,11937,KC,B,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55918,55918,Std Dropped,ID,11937,KC,DR,DR,ARCH,OTH,Fall 2023,SO,ID 11937,Other,False,True,True
55919,55919,Registered,ID,11937,KC,A-,B+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55920,55920,Registered,ID,11937,KC,D+,C+,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55921,55921,Registered,ID,11937,KC,C-,,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55922,55922,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,FR,ID 11937,CAED,False,False,False
55923,55923,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2023,SO,ID 11937,CAED,False,False,False
55924,55924,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55925,55925,Registered,ID,11937,KC,B+,C+,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55926,55926,Registered,ID,11937,KC,A-,A-,ARCH,ID,Fall 2024,FR,ID 11937,CAED,False,False,False
55927,55927,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55928,55928,Registered,ID,11937,KC,D,A-,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55929,55929,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55930,55930,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55931,55931,Registered,ID,11937,KC,F,F,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55932,55932,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55933,55933,Registered,ID,11937,KC,S,S,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55934,55934,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55935,55935,Registered,ID,11937,KC,C,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55936,55936,Registered,ID,11937,KC,D,D,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55937,55937,Registered,ID,11937,KC,A,B-,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55938,55938,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55939,55939,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55940,55940,Stopped Attending - Failed,ID,11937,KC,W,W,ARCH,ID,Fall 2024,SO,ID 11937,CAED,True,False,False
55941,55941,Registered,ID,11937,KC,A-,F,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55942,55942,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55943,55943,Stopped Attending - Failed,ID,11937,KC,W,W,ARCH,ID,Fall 2024,SO,ID 11937,CAED,True,False,False
55944,55944,Stopped Attending - Failed,ID,11937,KC,W,F,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55945,55945,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55946,55946,Registered,ID,11937,KC,C,C-,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55947,55947,Registered,ID,11937,KC,A-,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55948,55948,Registered,ID,11937,KC,C+,F,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55949,55949,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,FR,ID 11937,CAED,False,False,False
55950,55950,Registered,ID,11937,KC,B-,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55951,55951,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55952,55952,Registered,ID,11937,KC,C+,,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55953,55953,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55954,55954,Registered,ID,11937,KC,B-,A-,ARCH,ID,Fall 2024,FR,ID 11937,CAED,False,False,False
55955,55955,Registered,ID,11937,KC,B-,C,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55956,55956,Registered,ID,11937,KC,F,F,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55957,55957,Registered,ID,11937,KC,A,,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55958,55958,Registered,ID,11937,KC,C,B-,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55959,55959,Registered,ID,11937,KC,B,,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55960,55960,Registered,ID,11937,KC,A-,B,ARCH,ID,Fall 2024,FR,ID 11937,CAED,False,False,False
55961,55961,Registered,ID,11937,KC,A,B+,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55962,55962,Registered,ID,11937,KC,A,C,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55963,55963,Registered,ID,11937,KC,A,A-,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55964,55964,Registered,ID,11937,KC,A,B+,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55965,55965,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55966,55966,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55967,55967,Registered,ID,11937,KC,B,B+,ARCH,OTH,Fall 2024,SO,ID 11937,Other,False,False,False
55968,55968,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SR,ID 11937,CAED,False,False,False
55969,55969,Registered,ID,11937,KC,B+,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55970,55970,Admin Dropped,ID,11937,KC,DR,DR,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,True,True
55971,55971,Registered,ID,11937,KC,B+,B+,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55972,55972,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55973,55973,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55974,55974,Registered,ID,11937,KC,F,F,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55975,55975,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55976,55976,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55977,55977,Registered,ID,11937,KC,B-,A,ARCH,ID,Fall 2024,JR,ID 11937,CAED,False,False,False
55978,55978,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55979,55979,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2024,SO,ID 11937,CAED,False,False,False
55980,55980,Registered,ID,11937,KC,A-,B+,ARCH,ID,Fall 2025,SO,ID 11937,CAED,False,False,False
55981,55981,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2025,SO,ID 11937,CAED,False,False,False
55982,55982,Registered,ID,11937,KC,B-,,ARCH,ID,Fall 2025,SO,ID 11937,CAED,False,False,False
55983,55983,Registered,ID,11937,KC,A,A,ARCH,ID,Fall 2025,SO,ID 11937,CAED,False,False,False
55984,55984,Registered,ID,11937,KC,,A-,ARCH,ID,Fall 2025,JR,ID 11937,CAED,False,False,False
55985,55985,Registered,ID,11937,KC,B+,A,ARCH,ID,Fall 2025,SO,ID 11937,CAED,False,False,False
55986,55986,Registered,ID,11937,KC,B,B,ARCH,ID,Fall 2025,SO,ID 11937,CAED,False,False,False
55987,55987,Registered,ID,11937,KC,A-,A,ARCH,ID,Fall 2025,JR,ID 11937,CAED,False,False,False
